VerticeArr,EdgeArr,TimeAdjMatrix,TimeAdjList,
100,2722,12092,18961,
100,2723,12125,19723,
100,2724,11766,20079,
100,2733,12374,23514,
100,2734,12246,18989,
100,2735,12335,21317,
100,2735,12049,18682,
100,2738,13455,22377,
100,2741,12112,19696,
100,2743,12449,20945,
100,2744,11886,20645,
100,2747,11921,20948,
100,2747,12014,20286,
100,2749,12074,19729,
100,2751,12072,19761,
100,2762,12282,19864,
100,2764,11983,18855,
100,2768,12024,20431,
100,2775,11895,18809,
100,2777,12034,21414,
100,2779,12030,19282,
100,2780,12183,19647,
100,2781,11867,19944,
100,2785,12130,23392,
100,2787,12398,20260,
100,2788,12288,19977,
100,2789,12192,20718,
100,2793,11881,20063,
100,2795,11766,21171,
100,2795,12111,19762,
100,2798,13518,22814,
100,2799,12095,18911,
100,2799,12412,20497,
100,2802,12047,20881,
100,2805,12009,19897,
100,2808,11844,18642,
100,2811,11973,20155,
100,2813,12103,19273,
100,2814,11947,19625,
100,2819,12013,20211,
100,2821,12278,20479,
100,2823,13051,21672,
100,2825,12278,21039,
100,2834,12038,20075,
100,2834,11829,19553,
100,2846,12877,21402,
100,2867,12318,20039,
100,2867,12205,20283,
100,2869,12148,19862,
100,2870,12372,19604,
100,2874,13007,21835,
100,2876,11778,20162,
100,2879,12236,20096,
100,2880,12338,21455,
100,2894,12071,20542,
100,2894,12034,21150,
100,2898,12477,20034,
100,2901,12189,19389,
100,2902,12009,20669,
100,2915,12047,20910,
100,2916,12119,20586,
100,2919,12177,19955,
100,2919,12216,20781,
100,2929,12434,21781,
100,2930,11820,19926,
100,2934,12384,21237,
100,2945,12366,21650,
100,2947,11952,19849,
100,2948,12121,20942,
100,2954,12123,20377,
100,2961,12264,20085,
100,2963,13046,22035,
100,2965,12542,21694,
100,2989,11966,21089,
100,2994,12572,21705,
100,2996,12424,22911,
100,2998,12074,19939,
100,3004,15200,29164,
100,3016,12391,20610,
100,3018,12175,21228,
100,3026,12098,21765,
100,3026,12373,22034,
100,3029,12452,21576,
100,3031,12159,20549,
100,3037,12086,21410,
100,3039,12031,20538,
100,3039,11948,20527,
100,3045,12227,19433,
100,3045,12309,22274,
100,3051,12090,21274,
100,3052,12300,21552,
100,3058,12690,24102,
100,3066,12172,21144,
100,3072,12153,21928,
100,3073,12369,20480,
100,3078,12641,22318,
100,3081,13246,23673,
100,3086,12103,21738,
100,3087,14556,24511,
100,3089,13031,23115,
100,3091,13349,23506,
100,3103,12744,21361,
100,3112,12198,22331,
100,3112,12309,22832,
100,3121,12225,21277,
100,3123,12516,21791,
100,3127,12283,23082,
100,3127,12193,21586,
100,3127,12270,22203,
100,3133,12490,21533,
100,3133,12934,23437,
100,3133,12493,21865,
100,3134,12337,21378,
100,3136,12586,22495,
100,3138,12321,22367,
100,3144,12476,21979,
100,3145,12097,21865,
100,3150,12964,21871,
100,3151,12358,22091,
100,3152,12538,21766,
100,3160,12449,21839,
100,3163,12397,23170,
100,3163,12237,22716,
100,3165,12271,21864,
100,3172,12982,23894,
100,3174,12401,22606,
100,3176,12256,21824,
100,3176,12461,21511,
100,3178,12405,21257,
100,3180,12461,22735,
100,3182,12445,22302,
100,3184,12489,23092,
100,3187,12203,23344,
100,3188,12006,23303,
100,3188,13000,24110,
100,3190,12286,22909,
100,3190,14001,25265,
100,3191,12577,22810,
100,3192,12524,24003,
100,3198,12311,21991,
100,3203,12099,21919,
100,3212,13450,23973,
100,3213,12440,23184,
100,3215,12602,21945,
100,3219,12483,22197,
100,3223,12416,22437,
100,3227,12489,22411,
100,3229,12381,22772,
100,3230,13043,24947,
100,3233,12498,23589,
100,3259,12091,22636,
100,3264,12135,23068,
100,3267,12473,22750,
100,3269,12288,22933,
100,3277,12689,22690,
100,3282,12106,23456,
100,3283,13595,22815,
100,3286,12689,23731,
100,3293,12365,23873,
100,3293,12350,22744,
100,3294,12469,22177,
100,3300,12782,24751,
100,3310,12734,24030,
100,3314,12325,23808,
100,3319,12506,25150,
100,3320,12261,25777,
100,3321,12651,24011,
100,3339,14463,26677,
100,3341,12225,22477,
100,3353,12105,23896,
100,3353,12343,23607,
100,3368,12405,22470,
100,3369,12390,23865,
100,3373,12300,23566,
100,3373,12873,25084,
100,3376,13358,25349,
100,3379,12645,25749,
100,3382,12410,24328,
100,3386,12143,24015,
100,3393,12326,22836,
100,3395,12477,23807,
100,3400,14300,27944,
100,3403,12205,22443,
100,3409,12389,23667,
100,3410,12466,22824,
100,3414,12493,25293,
100,3415,12120,24604,
100,3416,12838,24338,
100,3422,12741,24734,
100,3424,12603,25177,
100,3427,12311,23386,
100,3439,12540,23333,
100,3451,12270,22969,
100,3455,12279,24294,
100,3461,12543,24379,
100,3465,12575,25635,
100,3466,12398,27423,
100,3470,12295,23821,
100,3473,12419,24120,
100,3476,12619,24673,
100,3477,12342,24910,
100,3484,12387,22335,
100,3484,13254,26700,
100,3486,12409,24647,
100,3490,12280,23050,
100,3494,12308,23225,
100,3498,12324,24191,
100,3499,12654,24093,
100,3509,12539,25746,
100,3510,12636,23722,
100,3512,12168,23647,
100,3515,12443,22795,
100,3520,12635,24729,
100,3522,12529,24435,
100,3529,12781,24765,
100,3541,12493,24599,
100,3542,12446,23755,
100,3544,12327,23005,
100,3558,12799,25672,
100,3565,12717,24719,
100,3571,12854,24949,
100,3571,12461,25479,
100,3572,12479,25670,
100,3573,12267,23286,
100,3577,12671,24612,
100,3579,12299,24847,
100,3580,12712,24829,
100,3582,12369,25741,
100,3586,12441,23820,
100,3594,12419,25423,
100,3604,12761,24176,
100,3605,12538,25234,
100,3610,12697,24448,
100,3611,12680,25038,
100,3611,12325,25178,
100,3611,12404,24604,
100,3614,12520,23761,
100,3630,12711,28011,
100,3635,12428,25381,
100,3638,12359,24027,
100,3638,12460,24760,
100,3641,12643,25560,
100,3645,12776,23995,
100,3648,12330,24015,
100,3651,15896,34807,
100,3653,12490,25642,
100,3663,12395,26146,
100,3665,13489,27234,
100,3667,12775,26277,
100,3675,12637,25133,
100,3675,12468,24665,
100,3677,13256,27302,
100,3681,12404,25085,
100,3681,12396,27109,
100,3686,13046,29908,
100,3688,12597,25973,
100,3689,12414,25049,
100,3689,12430,26215,
100,3712,12634,24906,
100,3712,12811,27367,
100,3717,12526,25820,
100,3719,12756,25179,
100,3719,12815,28138,
100,3721,12998,26460,
100,3727,12450,26809,
100,3730,12680,27734,
100,3732,12751,26820,
100,3741,12967,25986,
100,3750,12599,24572,
100,3751,12581,26938,
100,3756,12535,25632,
100,3756,12382,26027,
100,3757,12979,27242,
100,3762,12709,28980,
100,3764,12571,26513,
100,3770,12828,26618,
100,3793,12824,24790,
100,3794,12616,27681,
100,3795,13054,29403,
100,3796,13030,26823,
100,3801,12823,26540,
100,3812,12551,27816,
100,3824,12817,26924,
100,3824,13214,26587,
100,3825,12801,27978,
100,3825,13455,29021,
100,3831,12767,27738,
100,3838,12471,25764,
100,3839,12633,26761,
100,3843,12664,25333,
100,3845,12700,27572,
100,3856,14866,50026,
100,3862,12790,25237,
100,3862,12890,27748,
100,3863,12817,28116,
100,3864,12205,25969,
100,3864,12847,30876,
100,3872,12692,24811,
100,3874,12650,27916,
100,3883,12835,25595,
100,3888,12887,28047,
100,3894,12864,26632,
100,3899,12709,28175,
100,3901,12643,27790,
100,3903,12659,27353,
100,3905,13158,28123,
100,3909,12838,27329,
100,3910,13027,26540,
100,3910,12952,28542,
100,3912,13200,28521,
100,3914,12592,27817,
100,3927,12957,28158,
100,3931,13372,30360,
100,3934,12604,26866,
100,3936,12685,26738,
100,3937,13025,28617,
100,3939,13375,27727,
100,3940,12943,28049,
100,3944,12587,27538,
100,3954,12882,26513,
100,3956,13430,31756,
100,3956,12729,26233,
100,3957,12489,26320,
100,3961,12899,27822,
100,3961,12654,25664,
100,3965,12484,27516,
100,3967,12476,25667,
100,3979,12478,26616,
100,3980,12844,26033,
100,3988,13011,28032,
100,3988,12763,27417,
100,3990,12860,27849,
100,3990,12623,27086,
100,3992,13198,27504,
100,3993,12740,27077,
100,3998,12592,27504,
100,3998,12542,29431,
100,4002,12708,23782,
100,4009,14008,29927,
100,4009,12851,27127,
100,4015,12963,27709,
100,4018,12872,28267,
100,4027,12822,29371,
100,4028,13154,29464,
100,4030,12568,27303,
100,4031,14091,35972,
100,4039,12723,27277,
100,4041,13128,29847,
100,4048,13229,27991,
100,4051,12730,27501,
100,4056,12810,29625,
100,4057,12815,29983,
100,4062,12758,30212,
100,4064,13136,28913,
100,4067,13756,31304,
100,4069,12691,27239,
100,4078,12552,24359,
100,4080,12516,31021,
100,4082,12873,29862,
100,4084,12921,29502,
100,4085,12566,28585,
100,4089,12831,31918,
100,4097,12903,26818,
100,4097,12541,27521,
100,4099,12621,26577,
100,4103,12717,28632,
100,4111,12880,30125,
100,4114,13203,28566,
100,4118,13636,30781,
100,4119,12886,27988,
100,4120,12775,29743,
100,4127,13040,26965,
100,4133,13071,28882,
100,4159,13483,27798,
100,4160,12827,31000,
100,4161,12981,28367,
100,4170,12947,30735,
100,4171,13246,31167,
100,4174,12893,28633,
100,4178,12782,31023,
100,4184,12850,27961,
100,4189,13323,30486,
100,4199,13156,32387,
100,4200,13460,31269,
100,4205,12915,31717,
100,4208,13065,26490,
100,4210,12537,29927,
100,4215,13309,27951,
100,4216,12833,28460,
100,4223,13646,31656,
100,4231,13730,30669,
100,4237,12756,30470,
100,4247,12651,30491,
100,4247,12768,32962,
100,4248,12789,28909,
100,4251,12797,29351,
100,4254,12746,30209,
100,4263,12770,27543,
100,4268,13079,30669,
100,4270,12761,29880,
100,4271,12952,28090,
100,4276,12573,30095,
100,4284,13259,30988,
100,4300,13124,30966,
100,4305,13284,32692,
100,4305,12801,31318,
100,4306,13555,33595,
100,4307,12879,33273,
100,4309,13349,32402,
100,4309,12928,29811,
100,4310,12577,30840,
100,4311,12998,30993,
100,4313,13045,30796,
100,4314,12929,29146,
100,4323,12976,31473,
100,4328,12615,28048,
100,4330,12791,29602,
100,4332,14565,34256,
100,4334,12717,29057,
100,4336,12861,28883,
100,4337,12951,31428,
100,4337,12924,31624,
100,4338,12713,30370,
100,4341,12759,33586,
100,4344,12903,34267,
100,4345,15931,39568,
100,4346,12961,30584,
100,4361,13014,30084,
100,4369,13014,30412,
100,4372,13014,29070,
100,4375,12817,28960,
100,4375,12790,32259,
100,4377,12715,28353,
100,4377,13248,31752,
100,4383,12848,29918,
100,4387,13062,30860,
100,4388,13197,31784,
100,4390,13089,31154,
100,4394,13207,29354,
100,4402,13053,32583,
100,4407,13516,34215,
100,4413,13512,30902,
100,4424,12843,30664,
100,4427,12958,33499,
100,4429,12999,31818,
100,4430,13003,29857,
100,4439,13326,35066,
100,4443,12802,28510,
100,4445,12824,31777,
100,4452,13218,34848,
100,4461,13787,32819,
100,4469,12923,28928,
100,4474,13005,32297,
100,4477,13289,32418,
100,4483,13044,31533,
100,4486,13379,34590,
100,4489,13575,34874,
100,4490,13050,32511,
100,4493,12634,33079,
100,4493,12836,31357,
100,4494,12787,32415,
100,4507,13161,31728,
100,4507,13605,35332,
100,4509,13085,32506,
100,4517,12963,35180,
100,4518,13093,30835,
100,4528,13150,32191,
100,4530,12696,32522,
100,4531,13470,33314,
100,4531,12966,33029,
100,4533,12945,31719,
100,4534,13458,31364,
100,4538,13094,35821,
100,4544,12849,30172,
100,4545,13022,33405,
100,4546,12792,30140,
100,4546,13169,31069,
100,4547,12681,31571,
100,4548,13013,33134,
100,4552,13024,37990,
100,4554,13228,33619,
100,4557,13074,32738,
100,4564,13094,34536,
100,4573,14440,36902,
100,4576,12897,30245,
100,4578,13198,33024,
100,4579,12678,31308,
100,4582,12593,32267,
100,4582,12823,32467,
100,4586,13574,35104,
100,4598,12965,34995,
100,4598,12954,32851,
100,4603,13412,32229,
100,4603,12979,30466,
100,4606,13036,30879,
100,4613,13764,34081,
100,4618,12842,33317,
100,4623,12885,32292,
100,4623,12877,33874,
100,4625,13034,31536,
100,4627,12770,31315,
100,4630,12834,33126,
100,4636,13234,28578,
100,4639,13927,36696,
100,4641,13085,30313,
100,4642,12904,32909,
100,4650,13039,32359,
100,4660,13377,33995,
100,4667,13125,34272,
100,4671,13005,32127,
100,4674,12733,34371,
100,4675,13012,32505,
100,4682,13114,30175,
100,4687,13509,35410,
100,4691,12723,34241,
