VerticeArr,EdgeArr,TimeAdjMatrix,TimeAdjList,
100,4692,13140,35142,
100,4692,12849,38117,
100,4693,12790,34382,
100,4700,13474,35009,
100,4703,13095,33687,
100,4714,13143,33869,
100,4717,13235,34649,
100,4722,13490,37447,
100,4724,14049,35507,
100,4725,13360,33890,
100,4725,12931,33190,
100,4728,13069,34679,
100,4742,13325,37179,
100,4748,13311,34793,
100,4752,12941,30284,
100,4754,12735,35135,
100,4755,12693,32951,
100,4762,12696,33004,
100,4769,13009,32798,
100,4786,12929,33368,
100,4789,12815,32965,
100,4796,12761,32499,
100,4798,12883,32233,
100,4799,13434,38171,
100,4800,13054,30712,
100,4804,13364,36418,
100,4812,12836,34268,
100,4813,13083,39605,
100,4813,12801,29554,
100,4814,12942,32706,
100,4817,13005,36274,
100,4821,13053,34622,
100,4825,13083,32733,
100,4833,12808,35210,
100,4835,13132,32881,
100,4847,13490,36095,
100,4849,12874,36389,
100,4854,12991,32522,
100,4854,13014,33390,
100,4862,13259,38083,
100,4862,13518,34314,
100,4863,13766,37357,
100,4867,13007,33939,
100,4872,13031,36364,
100,4874,13213,34110,
100,4877,12856,34468,
100,4886,13210,34112,
100,4890,12888,34464,
100,4896,12948,31995,
100,4897,13524,38033,
100,4897,13158,36525,
100,4898,13534,38311,
100,4902,13049,34385,
100,4906,12982,31667,
100,4911,13511,37327,
100,4914,12867,34277,
100,4917,15051,39643,
100,4922,13508,38608,
100,4922,13211,37497,
100,4923,13140,34487,
100,4931,12774,36440,
100,4934,12988,38108,
100,4935,13423,36301,
100,4935,12867,30533,
100,4941,13125,34338,
100,4943,13493,36149,
100,4948,13084,35419,
100,4952,13191,35229,
100,4957,12742,34593,
100,4960,13468,39245,
100,4969,13461,37215,
100,4979,12947,37207,
100,4987,13205,34372,
100,4989,13080,37032,
100,4990,12819,35878,
100,4991,13004,37214,
100,4995,13185,38653,
100,5009,12852,36025,
100,5011,13126,35810,
100,5019,12994,36121,
100,5020,14953,42150,
100,5023,13159,40133,
100,5024,13297,36952,
100,5026,13209,38415,
100,5027,13320,36279,
100,5032,12997,36464,
100,5032,13184,41097,
100,5037,13276,36124,
100,5037,12741,39466,
100,5042,12773,40213,
100,5055,13001,41051,
100,5055,15231,42693,
100,5055,12994,40970,
100,5060,12994,40839,
100,5060,13238,32770,
100,5064,12787,33901,
100,5064,12729,35113,
100,5066,13061,36341,
100,5069,13176,37336,
100,5073,13091,35670,
100,5088,13149,37963,
100,5090,13269,37013,
100,5093,13404,35984,
100,5095,13732,36848,
100,5102,13190,37458,
100,5107,12995,35832,
100,5113,13440,41219,
100,5118,13040,36210,
100,5118,13159,38282,
100,5123,13278,40347,
100,5124,12679,36241,
100,5126,12919,37451,
100,5129,13266,36953,
100,5130,13435,37877,
100,5133,12906,35574,
100,5133,13130,36950,
100,5136,13101,35546,
100,5138,13045,38754,
100,5140,12814,37075,
100,5143,13208,39241,
100,5144,13067,30935,
100,5147,13271,36714,
100,5150,13237,40501,
100,5153,13043,38974,
100,5155,13154,33723,
100,5158,13210,37974,
100,5159,13292,39307,
100,5166,13262,34568,
100,5166,13028,40240,
100,5169,13295,40887,
100,5173,13238,38867,
100,5178,13071,40249,
100,5181,13027,35125,
100,5183,13235,40373,
100,5185,13074,42327,
100,5196,13090,40251,
100,5201,12929,39199,
100,5205,12984,38605,
100,5211,13316,37429,
100,5212,13097,40249,
100,5213,13298,37914,
100,5214,14357,45374,
100,5215,12970,36303,
100,5216,13215,39573,
100,5220,13230,40468,
100,5221,14167,41040,
100,5221,14712,43758,
100,5225,13642,39327,
100,5225,12881,44171,
100,5226,13586,42498,
100,5227,13073,39992,
100,5229,13225,39280,
100,5229,13612,38170,
100,5234,13181,38549,
100,5235,13004,41691,
100,5244,13336,41094,
100,5244,12941,40916,
100,5244,13372,40213,
100,5251,13011,35108,
100,5252,13704,39132,
100,5253,13749,42924,
100,5270,13119,39936,
100,5276,13067,41856,
100,5280,12931,38844,
100,5281,13207,39223,
100,5281,13066,41678,
100,5282,13298,40242,
100,5282,13033,40934,
100,5285,12844,40191,
100,5291,13001,42550,
100,5292,13052,39462,
100,5294,12927,39902,
100,5294,12802,41302,
100,5296,13261,41728,
100,5301,13173,40746,
100,5302,13344,40672,
100,5305,13150,40048,
100,5309,12946,39138,
100,5311,13141,45571,
100,5317,13294,38061,
100,5318,12888,36891,
100,5324,13172,36699,
100,5329,12964,39108,
100,5330,13198,42088,
100,5333,13789,40133,
100,5336,13021,39953,
100,5336,13323,42015,
100,5337,13376,38905,
100,5338,13528,40637,
100,5344,13045,38331,
100,5350,13472,40727,
100,5353,13202,37947,
100,5364,12876,40415,
100,5368,13170,41545,
100,5368,13295,38857,
100,5376,13077,37284,
100,5378,14065,40102,
100,5384,12956,43546,
100,5389,14401,42944,
100,5394,12786,39735,
100,5397,13139,40008,
100,5416,13234,37350,
100,5419,12892,42725,
100,5420,13774,45672,
100,5428,13035,37435,
100,5441,13289,41500,
100,5444,13410,44649,
100,5445,13656,45163,
100,5446,13447,44218,
100,5454,13170,40243,
100,5458,13319,42284,
100,5470,13198,34292,
100,5472,15456,51224,
100,5475,12976,39813,
100,5476,13275,42523,
100,5478,13494,40536,
100,5483,13011,41303,
100,5484,13082,42745,
100,5489,14461,44494,
100,5501,13027,41912,
100,5503,13465,45970,
100,5506,13975,44350,
100,5507,13442,44868,
100,5515,13489,40537,
100,5530,14308,42710,
100,5530,14179,47773,
100,5540,13433,43793,
100,5541,13360,43097,
100,5543,13120,36798,
100,5544,13459,45028,
100,5550,13092,48309,
100,5552,13502,39316,
100,5558,13396,39954,
100,5558,13296,46519,
100,5562,13125,46376,
100,5566,13079,41049,
100,5567,13501,41316,
100,5569,13749,43807,
100,5570,13808,42294,
100,5577,13179,39960,
100,5585,12924,41353,
100,5593,13197,43103,
100,5593,12866,41218,
100,5603,13283,40325,
100,5614,13663,44098,
100,5618,13130,40508,
100,5620,13307,44479,
100,5627,13031,44385,
100,5628,13159,42652,
100,5629,13243,40233,
100,5630,13134,43822,
100,5637,13216,42261,
100,5642,12955,41408,
100,5648,12896,40509,
100,5651,12765,41459,
100,5654,13360,43587,
100,5656,13138,43412,
100,5656,15195,48760,
100,5657,13081,43299,
100,5658,13079,41505,
100,5659,13462,41064,
100,5665,13108,44282,
100,5669,13333,47279,
100,5672,13338,39946,
100,5684,13684,43838,
100,5684,12903,44647,
100,5684,13061,43238,
100,5689,13366,40944,
100,5693,12956,45231,
100,5694,13220,44350,
100,5699,13206,42927,
100,5701,12797,42358,
100,5706,13194,43622,
100,5706,13590,43987,
100,5708,12950,46090,
100,5711,13254,37977,
100,5712,13520,48677,
100,5716,13034,45364,
100,5720,13076,45914,
100,5729,13240,44369,
100,5730,13605,45005,
100,5731,13028,44387,
100,5735,13079,46090,
100,5743,13215,41088,
100,5744,13304,44880,
100,5745,13715,47562,
100,5747,13091,44368,
100,5747,13292,46864,
100,5755,12915,43710,
100,5757,13226,40420,
100,5757,12842,43325,
100,5767,13199,45977,
100,5769,12786,42763,
100,5772,13314,47379,
100,5784,12926,47666,
100,5786,13181,42848,
100,5788,13109,47971,
100,5790,13621,46537,
100,5795,13384,44253,
100,5796,13186,46418,
100,5796,12956,44612,
100,5805,13122,45240,
100,5808,17300,53574,
100,5811,13267,44075,
100,5816,13229,47494,
100,5817,13189,46068,
100,5823,13024,44490,
100,5831,13580,46241,
100,5831,13180,37120,
100,5834,13085,47600,
100,5840,13140,45974,
100,5842,13368,48512,
100,5843,13403,49362,
100,5850,13127,43696,
100,5858,13793,47437,
100,5862,13137,47711,
100,5866,13490,45372,
100,5868,13076,43273,
100,5871,13314,46176,
100,5875,13522,48229,
100,5881,13373,46008,
100,5883,13110,46228,
100,5883,13338,48190,
100,5897,13423,43402,
100,5903,13290,45194,
100,5904,13656,46677,
100,5905,13159,44570,
100,5907,13099,45567,
100,5912,13123,46590,
100,5918,13507,46953,
100,5919,12930,46220,
100,5920,13109,47044,
100,5922,12960,46413,
100,5928,13018,43511,
100,5929,13337,44865,
100,5930,13313,43818,
100,5935,13341,41310,
100,5956,13366,47953,
100,5959,13116,47251,
100,5967,13378,48819,
100,5970,13542,48736,
100,5971,13186,46704,
100,5979,13390,46014,
100,5982,13823,50172,
100,5983,12997,47676,
100,5983,13147,46625,
100,5993,13130,47001,
100,5995,13003,46435,
100,5998,12814,44766,
100,6003,13248,47229,
100,6013,12905,43248,
100,6032,13590,53793,
100,6037,13159,41968,
100,6049,13226,45455,
100,6054,13089,46226,
100,6056,13446,50687,
100,6062,12985,44563,
100,6063,13254,48538,
100,6065,13245,50715,
100,6068,13334,48170,
100,6069,12938,49065,
100,6071,12969,43974,
100,6072,13410,49712,
100,6074,13276,47332,
100,6077,12996,46689,
100,6078,13508,48070,
100,6078,13441,47797,
100,6085,13049,46892,
100,6086,12992,51022,
100,6095,13867,50387,
100,6100,13218,47517,
100,6101,12845,46142,
100,6102,13451,51536,
100,6107,12858,48469,
100,6111,13338,48795,
100,6121,14165,54017,
100,6123,13439,45198,
100,6125,12804,44522,
100,6130,28122,113227,
100,6130,12895,47878,
100,6132,12963,48147,
100,6139,13185,51194,
100,6152,13459,53824,
100,6157,12994,47939,
100,6160,13163,48889,
100,6163,13219,44960,
100,6164,12922,47652,
100,6165,13075,47513,
100,6171,13136,47749,
100,6174,13228,49495,
100,6176,13219,51612,
100,6183,13305,55051,
100,6183,13108,48669,
100,6186,13142,50764,
100,6188,13116,47787,
100,6191,13682,52184,
100,6191,13121,47768,
100,6193,13511,48187,
100,6199,13159,49905,
100,6203,13279,52512,
100,6204,13124,47323,
100,6205,14059,51408,
100,6207,13002,50791,
100,6214,13023,49912,
100,6215,12982,49962,
100,6218,13475,48137,
100,6221,13224,45411,
100,6227,13239,47444,
100,6228,13746,55980,
100,6228,13266,54223,
100,6237,13075,51486,
100,6238,13246,51440,
100,6241,13302,51184,
100,6242,13339,52284,
100,6242,13225,49279,
100,6245,12956,49429,
100,6250,13312,44885,
100,6257,12970,53424,
100,6266,13416,51293,
100,6270,13009,53341,
100,6281,13005,54368,
100,6285,12909,54260,
100,6287,13163,50216,
100,6292,12851,52248,
100,6294,12752,50700,
100,6296,13450,50128,
100,6296,13024,51288,
100,6297,12978,51732,
100,6299,14033,58272,
100,6314,13075,48555,
100,6316,13024,51012,
100,6319,13320,53896,
100,6319,13154,55889,
100,6330,12865,53212,
100,6336,13366,51863,
100,6342,13159,52656,
100,6361,13589,51040,
100,6368,13405,57262,
100,6378,13337,54372,
100,6379,13296,55314,
100,6381,13056,55032,
100,6384,12901,50729,
100,6384,13309,53937,
100,6387,13515,53169,
100,6392,13024,57619,
100,6401,12917,48038,
100,6404,12749,51275,
100,6404,14155,55021,
100,6405,13117,53821,
100,6407,13336,55564,
100,6414,12690,52726,
100,6422,13095,56448,
100,6426,12936,52170,
100,6428,12641,46473,
100,6432,12919,49796,
100,6432,13110,40507,
100,6434,13013,52242,
100,6437,13315,55446,
100,6449,13268,55200,
100,6450,13016,50456,
100,6458,13907,56921,
100,6466,13296,56459,
100,6470,12897,53221,
100,6477,13142,39460,
100,6478,13044,49118,
100,6481,13379,53454,
100,6489,13074,49710,
100,6500,13228,52258,
100,6501,13177,51166,
100,6503,12965,49934,
100,6504,13211,51093,
100,6507,13377,47324,
100,6510,13226,45038,
100,6514,13723,55289,
100,6515,13058,50344,
100,6517,13960,51709,
100,6523,12942,57059,
100,6530,13180,56687,
100,6535,13355,50436,
100,6545,13139,55966,
100,6548,13655,53174,
100,6548,14231,57623,
100,6551,13923,55391,
100,6552,13189,54971,
100,6553,13013,51855,
100,6556,14769,61954,
100,6557,14467,63753,
100,6560,13394,52792,
100,6563,13155,53166,
100,6566,13027,56263,
100,6571,14472,60334,
100,6579,13084,57722,
100,6582,13251,53958,
100,6584,13027,52968,
100,6587,13618,57404,
100,6588,13020,55937,
100,6589,13681,56758,
100,6595,13652,46964,
100,6596,13663,54810,
100,6601,13315,53319,
100,6602,13050,54142,
100,6604,12745,48128,
100,6611,13359,53032,
100,6613,13456,54532,
100,6619,13432,57986,
100,6621,13471,43418,
100,6637,13671,58961,
100,6638,12967,56905,
100,6644,13111,50239,
100,6644,13256,55082,
100,6645,13008,41760,
100,6650,12926,53280,
100,6651,13328,51805,
100,6656,13714,58998,
100,6664,13060,52830,
100,6666,13053,53807,
100,6672,13339,57983,
100,6680,12764,52305,
100,6696,13221,53899,
100,6701,13018,53779,
100,6704,13244,56960,
100,6705,12904,56047,
100,6710,13225,53698,
100,6726,13194,54300,
100,6739,12893,58329,
100,6744,15490,61733,
100,6744,13155,52304,
100,6747,12746,52059,
100,6750,13229,57775,
100,6757,13090,55307,
100,6766,12960,57270,
100,6788,14683,61437,
100,6789,12866,57451,
100,6790,13450,58262,
100,6790,13240,48306,
100,6798,13075,58359,
100,6805,12995,54697,
100,6811,13447,57969,
100,6812,13509,58326,
100,6819,12857,54149,
100,6824,12713,55651,
100,6826,13256,56180,
100,6826,13197,48142,
100,6827,12841,60983,
100,6832,14268,57784,
100,6834,14105,54656,
100,6836,13191,59877,
100,6837,14841,61236,
100,6838,13027,55561,
100,6848,13240,57620,
100,6849,12700,56386,
100,6850,13371,55988,
100,6850,13203,54538,
100,6850,12878,61246,
100,6856,12710,60531,
100,6863,13020,55196,
100,6868,12865,55947,
100,6869,12874,59187,
100,6872,12844,56412,
100,6873,13021,55088,
100,6886,12857,53786,
100,6887,13203,60783,
100,6890,13004,53213,
100,6903,13062,57929,
100,6905,13052,56250,
100,6909,12828,60992,
100,6921,12643,58853,
100,6923,13029,61526,
100,6927,13011,62153,
100,6927,13665,60648,
100,6928,13033,56784,
100,6933,13041,58127,
100,6935,15621,73845,
100,6952,13032,57907,
100,6959,14116,62641,
100,6965,12982,54312,
100,6965,13489,55212,
100,6970,13402,59456,
100,6971,13177,54922,
100,6973,13009,58343,
100,6976,13202,62064,
100,6981,13005,55928,
100,6983,13174,57711,
100,6987,13659,61520,
100,6988,12967,55587,
100,6991,13360,58194,
100,6993,13083,55802,
100,7007,13617,65243,
100,7008,13688,62226,
100,7008,12883,56232,
100,7009,13398,58455,
100,7009,12617,56183,
100,7010,12902,58310,
100,7010,13316,46605,
100,7011,12759,59991,
100,7014,12845,56723,
100,7015,13035,61737,
100,7019,13036,56429,
100,7033,13225,63491,
100,7060,13097,59763,
100,7066,13476,59653,
100,7067,12889,63743,
100,7071,13577,61968,
100,7072,13198,60887,
100,7076,13243,64991,
100,7081,12599,56422,
100,7093,13084,62423,
100,7094,13242,52338,
100,7103,14488,96307,
100,7106,12688,64937,
100,7111,14528,67679,
100,7112,13030,59354,
100,7117,13163,50727,
100,7118,13054,61224,
100,7119,13396,61951,
100,7124,13165,61785,
100,7124,13134,54745,
100,7128,13033,62372,
100,7130,13129,59860,
100,7135,13718,61260,
100,7138,13082,65315,
100,7141,12719,58859,
100,7144,13319,55071,
100,7155,13039,62613,
100,7155,12984,62011,
100,7155,12925,55752,
100,7160,13108,64319,
100,7172,13453,57332,
100,7178,12807,58055,
100,7179,13021,62366,
100,7183,13144,61033,
100,7189,12896,58919,
100,7192,12813,61848,
100,7194,13166,62889,
100,7201,13418,53406,
100,7206,12811,63395,
100,7207,13108,62574,
100,7208,13304,64654,
100,7213,12516,59961,
100,7220,12837,51233,
100,7224,12960,60072,
100,7225,12866,57372,
100,7226,13339,63515,
100,7232,12735,53650,
100,7235,13249,59695,
100,7243,13407,65977,
100,7246,13677,59398,
100,7247,12846,63403,
100,7247,12635,58140,
100,7249,13396,62214,
100,7252,13060,63388,
100,7253,13135,59009,
100,7260,13035,67102,
100,7262,13416,58757,
100,7262,14768,68233,
100,7265,12419,57254,
100,7267,13230,63384,
100,7270,13636,66312,
100,7270,12820,67731,
100,7272,12789,61492,
100,7272,12786,63864,
100,7275,16172,71311,
100,7284,12862,57844,
100,7300,12951,47989,
100,7306,12898,65056,
100,7307,13134,58320,
100,7314,13018,58752,
100,7314,13046,63285,
100,7321,13435,62989,
100,7322,13389,64462,
100,7331,12862,62877,
100,7333,13089,65317,
100,7333,13127,62779,
100,7334,17532,83914,
100,7334,12768,61436,
100,7336,13052,58763,
100,7337,12970,64753,
100,7338,13199,64557,
100,7346,12991,59652,
100,7347,12699,59561,
100,7349,13215,68141,
100,7357,12849,49769,
100,7361,12857,63035,
100,7361,13129,60913,
100,7363,13033,61745,
100,7363,12994,61718,
100,7363,12881,63624,
100,7369,13493,60110,
100,7374,13039,63016,
100,7378,13606,68188,
100,7380,13224,64599,
100,7381,12992,58309,
100,7382,12682,61544,
100,7386,12915,64268,
100,7391,13011,65263,
100,7392,12843,63575,
100,7392,14824,73611,
100,7399,12898,66990,
100,7399,12878,60810,
100,7404,12897,57102,
100,7408,13133,62534,
100,7410,12768,66163,
100,7412,12707,65173,
100,7412,13131,54007,
100,7412,12355,48672,
100,7415,12998,62738,
100,7419,13355,53109,
100,7431,12773,64790,
100,7432,12880,60751,
100,7432,12371,60606,
100,7436,12996,67544,
100,7440,12930,51314,
100,7444,12846,63362,
100,7451,13040,67640,
100,7454,12819,61842,
100,7459,13111,60767,
100,7471,12987,69748,
100,7479,12468,61683,
100,7489,13490,62174,
100,7496,13172,63581,
100,7499,16309,85280,
100,7501,12950,63160,
100,7505,12892,61331,
100,7508,12639,65363,
100,7509,12832,65820,
100,7511,12733,61510,
100,7514,12755,64438,
100,7515,12927,64864,
100,7520,12948,61796,
100,7520,13137,65530,
100,7528,12624,64240,
100,7528,13268,67901,
100,7529,12838,61033,
100,7530,12908,67088,
100,7532,12897,66563,
100,7540,13033,63031,
100,7541,12827,65778,
100,7553,12990,67511,
100,7555,13115,68225,
100,7564,13211,64371,
100,7566,12419,65651,
100,7575,13264,65228,
100,7576,13208,64718,
100,7581,12900,66253,
100,7587,12474,65324,
100,7587,12985,65875,
100,7599,12716,60725,
100,7603,12883,64129,
100,7608,13283,64799,
100,7612,12729,68441,
100,7613,12680,64136,
100,7614,12569,65501,
100,7615,13631,55926,
100,7624,13097,67272,
100,7626,12847,59806,
100,7634,12809,62939,
100,7634,13021,68377,
100,7635,13081,68055,
100,7636,13275,63355,
100,7636,13270,67238,
100,7640,13084,70261,
100,7643,12921,67541,
100,7644,13041,64667,
100,7645,13449,70577,
100,7649,16093,89121,
100,7649,12961,62532,
100,7661,12736,71377,
100,7665,13269,67796,
100,7680,13108,69231,
100,7684,14704,76684,
100,7685,13437,71508,
100,7689,12935,65242,
100,7690,12899,71223,
100,7692,12906,64779,
100,7701,13266,65003,
100,7702,13515,69366,
100,7707,12855,69685,
100,7708,13533,65694,
100,7709,12872,64667,
100,7712,13313,68403,
100,7713,12774,65955,
100,7716,13256,70662,
100,7722,12570,71208,
100,7723,12711,63336,
100,7724,12752,68546,
100,7728,12926,62183,
100,7742,12935,55574,
100,7745,12839,64736,
100,7752,13056,67064,
100,7753,12928,73607,
100,7762,13454,69263,
100,7774,13072,59128,
100,7776,12925,65165,
100,7778,12761,68103,
100,7780,13022,63847,
100,7801,13656,73753,
100,7803,13037,67081,
100,7806,12643,68518,
100,7808,12925,71580,
100,7812,13660,74301,
100,7814,14606,75996,
100,7816,12864,64672,
100,7817,13102,72514,
100,7820,13349,72840,
100,7827,13064,68995,
100,7830,13005,71362,
100,7831,13322,69928,
100,7832,13078,68975,
100,7833,12851,64865,
100,7840,13269,71400,
100,7841,13149,65553,
100,7841,13679,71420,
100,7843,12999,67916,
100,7855,12735,70195,
100,7856,12933,67716,
100,7859,12822,71782,
100,7859,13318,73087,
100,7867,12945,65692,
100,7869,12686,66248,
100,7881,12891,67734,
100,7883,12745,69216,
100,7887,13265,72265,
100,7889,13001,71625,
100,7894,13130,70560,
100,7897,12915,68561,
100,7900,12814,68782,
100,7903,13217,73888,
100,7903,12794,73098,
100,7904,14151,76281,
100,7915,13081,72742,
100,7920,12511,68833,
100,7921,12847,70280,
100,7925,13727,63152,
100,7928,13225,70637,
100,7929,12690,71443,
100,7934,12339,71157,
100,7955,12847,74122,
100,7958,12739,54583,
100,7964,13090,70785,
100,7964,13706,69937,
100,7964,12926,73883,
100,7971,12655,69913,
100,7973,12850,71818,
100,7980,12864,72974,
100,7984,12598,72644,
100,7985,14221,77645,
100,7987,12909,70294,
100,7987,13161,69050,
100,7988,13017,69473,
100,7989,12980,74380,
100,7998,12924,69897,
100,8002,12780,72324,
100,8003,12664,67111,
100,8003,12856,70776,
100,8004,12736,67359,
100,8012,14604,78211,
100,8020,13357,80896,
100,8022,12919,75305,
100,8031,13452,70451,
100,8033,12857,71834,
100,8035,13151,68116,
100,8037,12799,70211,
100,8044,12734,71919,
100,8050,12601,69773,
100,8052,12935,59170,
100,8056,13899,76162,
100,8059,12706,67870,
100,8062,13004,70272,
100,8069,12899,70690,
100,8074,12896,74998,
100,8075,13017,71544,
100,8079,12789,73999,
100,8080,12598,71926,
100,8083,13069,75046,
100,8087,13085,76256,
100,8089,13734,79781,
100,8089,12929,71499,
100,8092,12524,70903,
100,8096,12834,72248,
100,8099,13079,77156,
100,8108,12512,70293,
100,8108,12770,69614,
100,8109,12519,75990,
100,8110,13104,69325,
100,8111,12592,70960,
100,8113,12998,77357,
100,8113,12902,77356,
100,8119,13333,76892,
100,8123,16090,87841,
100,8126,12564,74525,
100,8132,12665,69554,
100,8139,14883,81222,
100,8142,13038,76236,
100,8152,12917,70231,
100,8154,12775,73828,
100,8158,13289,74629,
100,8168,12754,74123,
100,8183,13179,72047,
100,8183,13232,71142,
100,8190,12422,72172,
100,8205,13633,79780,
100,8214,13449,73142,
100,8215,12898,71894,
100,8223,12501,73174,
100,8226,12669,74793,
100,8227,12505,71774,
100,8233,13216,75368,
100,8236,15736,86461,
100,8242,13067,76535,
100,8248,12801,74074,
100,8256,12374,74949,
100,8256,12812,71690,
100,8264,12699,76498,
100,8264,12891,75164,
100,8269,12894,71968,
100,8269,12855,76458,
100,8269,13388,61866,
100,8270,12481,68369,
100,8270,12647,78982,
100,8272,12830,74710,
100,8298,12547,73401,
100,8305,12873,75874,
100,8315,12917,76639,
100,8318,12871,74910,
100,8325,12579,79245,
100,8330,13111,74570,
100,8332,12565,75840,
100,8333,12809,76790,
100,8342,13842,80129,
100,8345,13106,77254,
100,8352,12703,74084,
100,8365,12631,79310,
100,8367,14452,84286,
100,8367,12622,74739,
100,8368,12756,74690,
100,8372,12593,71570,
100,8375,13025,81182,
100,8384,12414,76736,
100,8385,12611,72420,
100,8387,12872,76656,
100,8390,12889,80765,
100,8391,15934,95496,
100,8398,12939,78762,
100,8407,13400,81142,
100,8409,12586,74115,
100,8409,12907,75520,
100,8413,12725,80787,
100,8414,13116,77886,
100,8416,13012,74850,
100,8421,12578,76011,
100,8428,12665,75891,
100,8439,12685,80208,
100,8444,13166,75343,
100,8449,12954,75149,
100,8449,12840,76934,
100,8451,12597,79073,
100,8455,13395,76666,
100,8458,12972,79892,
100,8460,12620,74302,
100,8463,12931,81675,
100,8468,12908,84251,
100,8470,12982,76754,
100,8474,13306,81513,
100,8482,12945,75397,
100,8486,13052,74839,
100,8487,12513,81410,
100,8488,13797,81310,
100,8491,12993,81678,
100,8491,13071,79968,
100,8498,12492,78789,
100,8500,12678,76653,
100,8503,13177,78524,
100,8505,12742,79046,
100,8506,12822,75282,
100,8507,12537,57265,
100,8516,13036,79722,
100,8518,12617,73718,
100,8527,12599,78916,
100,8534,12758,82644,
100,8535,13080,84434,
100,8535,12605,67109,
100,8536,13221,78665,
100,8536,12864,84993,
100,8538,12813,75853,
100,8543,13462,80007,
100,8543,12798,81272,
100,8545,13230,83513,
100,8545,12856,74292,
100,8553,13276,80833,
100,8556,12816,80841,
100,8558,16126,94323,
100,8559,12629,78268,
100,8562,12808,79424,
100,8566,12738,78600,
100,8572,12708,79752,
100,8580,12969,80938,
100,8585,12698,77426,
100,8586,13470,82802,
100,8588,12962,79208,
100,8589,12921,76229,
100,8591,12762,54170,
100,8592,12964,79151,
100,8598,12846,80764,
100,8599,12948,76594,
100,8601,13347,81302,
100,8609,12781,74967,
100,8609,12905,78530,
100,8610,12731,80846,
100,8611,12707,85658,
100,8613,12957,83188,
100,8613,12586,79004,
100,8618,13493,83035,
100,8623,12560,80322,
100,8635,12592,77171,
100,8638,12518,77803,
100,8639,12833,85252,
100,8644,13423,78681,
100,8644,12758,82274,
100,8649,12691,76384,
100,8649,12745,61628,
100,8651,12689,84303,
100,8653,12929,80268,
100,8664,12891,83342,
100,8665,12759,79805,
100,8669,18696,110531,
100,8669,12827,81155,
100,8672,12837,80751,
100,8672,12981,80360,
100,8677,12915,83481,
100,8685,13188,83314,
100,8693,13045,89846,
100,8708,12599,78846,
100,8716,12610,83104,
100,8722,12769,73509,
100,8722,12235,80488,
100,8725,13024,80839,
100,8728,13373,84078,
100,8731,12664,81562,
100,8734,12752,81557,
100,8735,13049,79329,
100,8739,12646,83742,
100,8740,12862,77706,
100,8741,12994,84152,
100,8742,13097,83677,
100,8744,13479,86482,
100,8745,13303,81638,
100,8745,12453,83142,
100,8749,15561,100401,
100,8765,13091,79780,
100,8767,13019,86946,
100,8770,13067,80796,
100,8778,12999,80798,
100,8780,13107,84185,
100,8782,13130,87602,
100,8782,13046,85991,
100,8782,12688,83948,
100,8796,12674,83929,
100,8800,13124,87777,
100,8803,13096,89822,
100,8807,12341,86230,
100,8812,12747,84675,
100,8812,12284,81321,
100,8813,12934,82851,
100,8818,13366,88531,
100,8819,12966,71750,
100,8821,12730,82125,
100,8831,12671,85571,
100,8832,12793,89089,
100,8843,12456,83382,
100,8847,12850,84158,
100,8853,12818,66260,
100,8859,12715,80207,
100,8859,12624,86898,
100,8867,13089,80100,
100,8868,12557,90787,
100,8869,12650,82883,
100,8871,12364,82974,
100,8886,12879,87314,
100,8898,12903,80265,
100,8899,17732,93893,
100,8902,14029,90084,
100,8904,12759,87089,
100,8904,12419,81877,
100,8913,13150,86459,
100,8918,12754,88385,
100,8918,12525,80332,
100,8922,13012,89993,
100,8924,13346,84867,
100,8926,12937,79443,
100,8929,12685,63050,
100,8931,12759,83644,
100,8932,12779,80269,
100,8934,12933,90356,
100,8935,12421,81360,
100,8935,12418,85940,
100,8944,13354,82317,
100,8946,12558,85521,
100,8954,12993,87948,
100,8954,12864,86512,
100,8954,12518,89008,
100,8957,12564,85308,
100,8959,12478,80523,
100,8969,12776,86235,
100,8982,13912,90085,
100,8983,12540,84732,
100,8988,12695,87234,
100,8990,12788,86588,
100,8993,12542,83391,
100,8998,12689,80909,
100,8999,12675,85575,
100,9001,12567,87922,
100,9004,12930,90807,
100,9005,13147,89366,
100,9009,12769,86206,
100,9013,12949,88307,
100,9015,12824,90212,
100,9019,12615,85381,
100,9020,13051,82430,
100,9020,13010,89961,
100,9021,12851,84994,
100,9025,12434,88725,
100,9026,12482,86952,
100,9033,12725,91711,
100,9040,12797,85097,
100,9043,13181,87667,
100,9051,13622,86808,
100,9056,12667,85253,
100,9065,12480,86009,
100,9075,12732,76355,
100,9078,13090,90993,
100,9081,12652,88272,
100,9082,12580,83066,
100,9083,13336,93932,
100,9085,12783,87964,
100,9098,12350,85642,
100,9099,12500,82115,
100,9100,12922,87217,
100,9102,12669,91453,
100,9104,13447,87761,
100,9104,12964,87193,
100,9114,12790,87420,
100,9119,13178,89700,
100,9121,13117,86073,
100,9122,14076,95454,
100,9126,12302,80851,
100,9139,12836,90609,
100,9145,13387,92948,
100,9146,12520,69673,
100,9151,12285,85622,
100,9154,12961,90725,
100,9159,12440,87643,
100,9171,12703,87018,
100,9176,14061,94599,
100,9177,12485,90013,
100,9178,12692,83378,
100,9179,12712,86707,
100,9183,12692,88299,
100,9186,13077,71977,
100,9190,12871,86888,
100,9197,12959,88544,
100,9198,12742,92695,
100,9209,12959,87256,
100,9210,12454,88665,
